customer_id,order_id,order_date,revenue
11,87,2025-08-12,79.71
11,86,2025-10-06,107.05
12,95,2024-06-23,18.62
12,94,2024-07-06,26.08
12,93,2024-07-18,24.13
12,92,2024-08-06,21.09
13,102,2024-09-08,47.33
13,101,2024-10-04,50.79
13,100,2024-12-24,35.54
13,99,2025-03-31,34.66
13,98,2025-07-02,35.12
13,97,2025-08-17,55.13
13,96,2025-11-22,47.54
14,107,2024-11-12,33.93
14,106,2024-12-23,30.36
14,105,2025-01-08,29.24
14,104,2025-01-27,29.46
14,103,2025-02-12,33.08
15,111,2025-04-10,52.78
15,110,2025-05-19,50.81
15,109,2025-10-22,42.04
15,108,2026-01-03,54.82
16,123,2024-12-25,54.8
16,122,2024-12-28,48.53
16,121,2025-03-01,67.81
16,120,2025-03-22,55.71
16,119,2025-06-24,40.96
16,118,2025-07-09,63.65
16,117,2025-08-10,50.8
16,116,2025-10-19,31.2
16,115,2025-11-20,53.28
16,114,2026-01-16,58.63
16,113,2026-02-01,50.0
16,112,2026-02-13,58.57
17,128,2024-07-11,80.24
17,127,2024-08-14,55.19
17,126,2024-11-10,73.31
17,125,2025-05-16,86.89
17,124,2025-05-31,73.03
18,150,2024-09-27,74.55
18,149,2024-10-24,81.43
18,148,2024-12-08,85.18
18,147,2024-12-19,91.98
18,146,2025-01-27,102.84
18,145,2025-01-28,95.82
18,144,2025-02-15,90.17
18,143,2025-03-20,81.67
18,142,2025-04-11,100.15
18,141,2025-04-26,113.02
18,140,2025-04-29,120.08
18,139,2025-05-02,107.56
18,138,2025-05-26,103.96
18,137,2025-05-28,106.69
18,136,2025-06-21,100.67
18,135,2025-07-17,83.56
18,134,2025-08-14,100.73
18,133,2025-09-18,99.07
18,132,2025-10-02,108.25
18,131,2025-10-11,102.49
18,130,2025-11-29,83.08
18,129,2025-12-10,104.82
19,158,2024-06-29,98.63
19,157,2024-11-08,57.67
19,156,2024-11-24,93.36
19,155,2024-12-12,89.38
19,154,2025-01-11,92.85
19,153,2025-01-12,96.69
19,152,2025-01-26,72.35
19,151,2025-02-28,73.2
20,161,2024-11-07,36.46
20,160,2025-03-22,40.35
20,159,2025-07-02,36.67
21,166,2024-08-03,64.18
21,165,2024-10-24,80.82
21,164,2024-11-11,69.7
21,163,2024-11-24,63.78
21,162,2024-12-07,75.31
22,168,2024-12-17,117.16
22,167,2026-01-31,80.5
23,171,2024-06-02,45.84
23,170,2024-07-03,50.1
23,169,2024-08-14,51.52
24,174,2024-04-07,52.62
24,173,2024-05-05,49.97
24,172,2024-06-26,48.0
25,180,2024-04-12,68.78
25,179,2024-06-25,85.68
25,178,2024-11-01,103.53
25,177,2024-12-30,86.28
25,176,2025-01-22,110.93
25,175,2025-04-17,107.56
26,193,2024-12-08,67.66
26,192,2025-01-13,51.77
26,191,2025-01-30,52.15
26,190,2025-05-06,62.43
26,189,2025-05-28,64.4
26,188,2025-05-29,58.55
26,187,2025-07-29,52.38
26,186,2025-08-04,71.84
26,185,2025-08-17,59.83
26,184,2025-10-24,80.38
26,183,2025-11-27,61.92
26,182,2025-11-29,50.99
26,181,2025-12-20,63.17
27,195,2025-05-24,58.0
27,194,2026-01-12,45.97
28,230,2024-11-09,254.01
28,229,2024-11-28,212.78
28,228,2024-11-29,210.6
28,227,2025-01-15,220.66
28,226,2025-01-25,250.86
28,225,2025-01-31,223.61
28,224,2025-02-16,200.4
28,223,2025-03-01,218.92
28,222,2025-03-02,231.28
28,221,2025-03-06,245.98
28,220,2025-04-07,280.19
28,219,2025-05-22,221.27
28,218,2025-06-14,281.28
28,217,2025-06-23,202.86
28,216,2025-07-20,287.25
28,215,2025-07-27,230.77
28,214,2025-07-31,210.35
28,213,2025-08-25,284.89
28,212,2025-09-13,225.66
28,211,2025-09-21,204.46
28,210,2025-10-29,216.66
28,209,2025-11-04,206.86
28,208,2025-11-18,219.19
28,207,2025-12-12,156.89
28,206,2025-12-21,249.89
28,205,2026-01-02,220.94
28,204,2026-01-05,193.67
28,203,2026-01-18,253.98
28,202,2026-02-07,230.92
28,201,2026-02-16,202.37
28,200,2026-02-19,220.11
28,199,2026-03-02,237.82
28,198,2026-03-05,268.66
28,197,2026-03-22,181.75
28,196,2026-03-25,198.94
29,240,2024-09-13,60.6
29,239,2025-01-29,52.05
29,238,2025-03-08,64.34
29,237,2025-05-15,40.17
29,236,2025-06-20,64.24
29,235,2025-08-17,58.19
29,234,2025-09-02,59.69
29,233,2025-11-06,56.96
29,232,2025-12-27,47.82
29,231,2026-01-09,41.35
30,246,2024-06-24,99.52
30,245,2024-10-13,94.15
30,244,2024-12-15,76.02
30,243,2024-12-29,98.61
30,242,2025-03-15,92.29
30,241,2025-04-23,88.92
31,255,2024-04-17,66.13
31,254,2024-05-25,88.73
31,253,2024-09-15,64.42
31,252,2024-11-28,80.61
31,251,2025-01-10,59.56
31,250,2025-01-18,103.37
31,249,2025-02-07,88.58
31,248,2025-04-14,78.11
31,247,2025-05-14,69.06
32,257,2024-05-07,24.42
32,256,2024-06-10,23.87
33,263,2024-08-18,68.56
33,262,2024-11-02,102.45
33,261,2025-08-09,70.49
33,260,2025-11-23,78.65
33,259,2025-12-04,83.03
33,258,2026-01-28,96.84
34,269,2024-10-16,49.49
34,268,2025-04-10,47.37
34,267,2025-05-03,37.69
34,266,2025-05-06,43.22
34,265,2025-06-17,37.11
34,264,2025-07-27,43.08
35,274,2024-10-07,67.48
35,273,2025-06-04,65.23
35,272,2025-06-27,51.68
35,271,2025-08-31,50.08
35,270,2025-12-28,61.96
36,289,2024-09-22,76.87
36,288,2024-09-29,74.11
36,287,2024-11-02,58.97
36,286,2024-11-27,66.69
36,285,2024-12-12,62.01
36,284,2025-02-24,73.06
36,283,2025-03-25,64.21
36,282,2025-04-06,60.43
36,281,2025-04-13,48.14
36,280,2025-07-12,66.91
36,279,2025-07-16,63.93
36,278,2025-11-04,80.09
36,277,2025-12-14,78.65
36,276,2026-01-19,65.74
36,275,2026-01-26,76.07
37,305,2024-08-25,85.17
37,304,2024-09-02,82.28
37,303,2024-10-25,66.01
37,302,2024-12-02,87.51
37,301,2024-12-07,53.93
37,300,2025-01-01,69.86
37,299,2025-03-22,66.71
37,298,2025-04-11,85.0
37,297,2025-06-17,82.69
37,296,2025-06-25,80.15
37,295,2025-09-16,88.06
37,294,2025-09-25,71.98
37,293,2025-10-15,80.22
37,292,2025-11-07,77.92
37,291,2025-12-04,83.3
37,290,2025-12-31,86.19
38,311,2024-10-24,60.95
38,310,2024-12-11,56.63
38,309,2025-06-28,67.84
38,308,2025-07-05,61.09
38,307,2025-08-20,69.32
38,306,2025-10-24,53.14
39,320,2024-11-04,105.86
39,319,2024-12-30,74.12
39,318,2025-04-22,91.84
39,317,2025-04-27,109.39
39,316,2025-10-01,99.68
39,315,2025-11-10,95.03
39,314,2025-12-12,79.22
39,313,2025-12-23,116.32
39,312,2026-02-03,104.23
40,323,2024-05-21,88.94
40,322,2024-09-17,97.0
40,321,2024-10-14,73.39
41,328,2024-07-16,102.38
41,327,2024-11-21,92.08
41,326,2025-10-14,90.68
41,325,2025-10-29,76.42
41,324,2025-10-31,87.27
42,331,2024-05-20,48.37
42,330,2025-03-25,53.12
42,329,2025-05-26,45.44
43,338,2024-04-20,68.62
43,337,2024-05-04,81.32
43,336,2024-07-28,88.76
43,335,2024-10-31,65.42
43,334,2024-12-19,65.32
43,333,2025-01-12,82.97
43,332,2025-02-17,78.03
44,345,2024-11-22,52.11
44,344,2025-02-04,95.78
44,343,2025-06-09,81.9
44,342,2025-07-05,25.41
44,341,2025-07-08,78.87
44,340,2025-09-17,88.09
44,339,2025-11-14,68.97
45,353,2024-04-12,62.59
45,352,2024-06-07,71.8
45,351,2024-06-24,63.55
45,350,2024-07-11,57.72
45,349,2024-07-17,96.17
45,348,2024-11-29,103.82
45,347,2025-04-24,90.77
45,346,2025-06-07,59.28
46,360,2024-04-05,90.76
46,359,2024-05-23,83.58
46,358,2024-06-09,90.21
46,357,2024-06-16,91.97
46,356,2024-06-26,89.23
46,355,2024-07-03,87.12
46,354,2024-10-25,82.69
47,366,2024-12-20,78.69
47,365,2024-12-21,56.05
47,364,2025-02-21,68.75
47,363,2025-03-21,70.75
47,362,2025-04-19,71.03
47,361,2025-07-19,74.73
48,374,2024-12-27,80.79
48,373,2025-05-27,89.37
48,372,2025-07-15,70.56
48,371,2025-07-17,69.64
48,370,2025-08-19,93.5
48,369,2025-08-28,63.64
48,368,2025-09-07,80.15
48,367,2025-11-07,88.64
49,384,2024-05-23,75.65
49,383,2024-06-01,72.99
49,382,2024-06-02,58.6
49,381,2024-06-09,104.94
49,380,2024-10-19,80.08
49,379,2024-11-24,40.16
49,378,2024-12-10,85.59
49,377,2024-12-29,66.68
49,376,2025-05-05,77.63
49,375,2025-07-12,80.63
50,399,2024-09-15,95.29
50,398,2024-10-23,89.43
50,397,2024-12-17,138.99
50,396,2025-03-21,132.58
50,395,2025-03-22,135.03
50,394,2025-04-17,133.74
50,393,2025-05-03,143.86
50,392,2025-05-15,137.1
50,391,2025-06-06,143.9
50,390,2025-06-27,90.11
50,389,2025-07-12,135.17
50,388,2025-10-02,131.32
50,387,2025-10-22,88.69
50,386,2026-02-11,116.77
50,385,2026-02-17,123.76
51,412,2024-10-27,73.08
51,411,2024-11-02,96.31
51,410,2024-12-29,81.37
51,409,2025-01-05,69.19
51,408,2025-02-28,75.88
51,407,2025-05-16,82.35
51,406,2025-06-12,71.32
51,405,2025-06-22,68.66
51,404,2025-07-19,87.04
51,403,2025-10-07,64.66
51,402,2026-01-04,71.14
51,401,2026-01-25,66.12
51,400,2026-02-11,89.92
52,431,2024-12-09,139.35
52,430,2024-12-14,141.45
52,429,2024-12-31,135.63
52,428,2025-01-22,133.64
52,427,2025-01-24,160.35
52,426,2025-02-02,105.96
52,425,2025-02-11,114.37
52,424,2025-03-09,122.09
52,423,2025-04-14,106.89
52,422,2025-05-12,117.84
52,421,2025-06-01,119.08
52,420,2025-06-08,145.85
52,419,2025-07-14,138.04
52,418,2025-10-07,98.78
52,417,2025-10-15,116.1
52,416,2025-10-28,132.59
52,415,2025-11-11,110.37
52,414,2026-01-04,128.75
52,413,2026-03-14,167.48
53,441,2024-09-18,68.47
53,440,2024-11-25,42.27
53,439,2024-12-13,58.54
53,438,2025-02-01,52.8
53,437,2025-04-07,61.94
53,436,2025-06-04,62.0
53,435,2025-06-06,50.11
53,434,2025-07-31,55.26
53,433,2025-10-05,56.59
53,432,2025-10-10,82.92
54,450,2024-05-12,79.48
54,449,2024-06-14,72.44
54,448,2024-08-21,64.81
54,447,2024-10-28,90.96
54,446,2024-12-27,96.24
54,445,2025-01-03,95.45
54,444,2025-02-24,82.44
54,443,2025-03-20,89.98
54,442,2025-05-20,100.88
55,461,2024-05-08,50.87
55,460,2024-06-07,52.1
55,459,2024-06-24,65.72
55,458,2024-06-29,45.53
55,457,2024-07-24,56.53
55,456,2024-10-12,57.84
55,455,2024-11-10,77.03
55,454,2024-12-02,57.84
55,453,2025-01-16,73.39
55,452,2025-05-23,60.23
55,451,2025-05-27,67.53
56,469,2024-04-16,96.79
56,468,2024-05-24,113.58
56,467,2024-08-04,125.31
56,466,2024-08-06,121.09
56,465,2024-09-15,108.4
56,464,2024-11-15,93.02
56,463,2024-12-10,109.39
56,462,2025-05-11,124.98
57,473,2024-09-25,54.71
57,472,2024-11-10,44.38
57,471,2025-04-27,42.44
57,470,2025-08-16,41.36
58,475,2025-01-31,69.45
58,474,2025-10-01,63.83
59,493,2024-09-24,41.28
59,492,2024-11-04,53.65
59,491,2024-11-11,34.6
59,490,2024-12-01,56.38
59,489,2024-12-02,27.78
59,488,2025-01-13,52.37
59,487,2025-02-16,37.03
59,486,2025-04-04,34.49
59,485,2025-04-12,51.99
59,484,2025-05-20,49.38
59,483,2025-08-13,53.09
59,482,2025-09-08,39.62
59,481,2025-10-17,39.33
59,480,2025-11-12,36.31
59,479,2025-12-24,47.48
59,478,2026-01-06,45.88
59,477,2026-01-19,42.68
59,476,2026-02-25,51.41
60,501,2024-10-21,102.5
60,500,2025-03-02,128.32
60,499,2025-05-07,81.76
60,498,2025-08-08,97.19
60,497,2025-09-07,122.83
60,496,2025-12-23,81.05
60,495,2026-01-16,115.67
60,494,2026-01-24,89.38
61,504,2024-10-14,73.93
61,503,2024-12-03,76.75
61,502,2025-07-10,88.51
62,507,2024-10-24,30.78
62,506,2025-04-21,30.73
62,505,2025-07-09,31.58
63,510,2025-05-20,31.81
63,509,2025-08-31,18.41
63,508,2025-10-08,32.41
64,513,2024-10-05,83.7
64,512,2025-04-01,91.93
64,511,2025-04-17,55.03
65,520,2025-01-13,52.4
65,519,2025-01-30,42.43
65,518,2025-03-05,45.81
65,517,2025-07-02,58.34
65,516,2025-11-28,29.77
65,515,2025-12-15,58.84
65,514,2026-01-17,60.92
66,526,2025-03-02,23.29
66,525,2025-03-20,30.86
66,524,2025-04-22,30.53
66,523,2025-05-08,36.31
66,522,2025-07-29,24.21
66,521,2025-11-27,36.12
67,532,2024-08-26,45.32
67,531,2025-01-26,50.25
67,530,2025-02-14,57.72
67,529,2025-06-20,59.0
67,528,2025-07-06,49.94
67,527,2026-01-31,31.79
68,536,2024-11-30,62.06
68,535,2024-12-14,62.06
68,534,2025-01-07,77.02
68,533,2025-02-25,102.61
69,555,2024-09-29,69.05
69,554,2024-10-08,90.56
69,553,2024-10-13,80.71
69,552,2024-12-11,134.87
69,551,2025-01-20,89.3
69,550,2025-02-03,134.93
69,549,2025-04-26,63.02
69,548,2025-06-07,104.36
69,547,2025-06-15,107.62
69,546,2025-07-02,115.44
69,545,2025-07-07,82.52
69,544,2025-07-11,86.36
69,543,2025-07-30,88.23
69,542,2025-08-07,85.3
69,541,2025-12-03,114.26
69,540,2025-12-25,113.09
69,539,2026-01-17,108.6
69,538,2026-02-15,128.55
69,537,2026-02-19,110.85
70,557,2024-09-21,44.29
70,556,2025-04-14,31.5
71,576,2024-09-18,139.24
71,575,2024-10-01,97.49
71,574,2024-10-04,119.27
71,573,2024-12-26,119.68
71,572,2025-03-17,142.28
71,571,2025-03-20,143.35
71,570,2025-04-30,161.98
71,569,2025-05-26,116.46
71,568,2025-06-06,115.59
71,567,2025-07-09,103.54
71,566,2025-08-12,100.07
71,565,2025-10-05,151.77
71,564,2025-11-18,132.83
71,563,2025-11-22,111.52
71,562,2025-11-23,127.35
71,561,2025-12-06,120.62
71,560,2026-01-02,119.51
71,559,2026-01-31,111.15
71,558,2026-02-08,149.02
72,578,2025-01-23,72.18
72,577,2025-05-28,71.41
73,582,2024-04-05,23.1
73,581,2024-05-17,22.48
73,580,2024-07-31,18.09
73,579,2024-11-08,12.69
74,603,2024-09-13,156.8
74,602,2024-09-26,139.91
74,601,2024-10-04,116.5
74,600,2024-10-24,84.73
74,599,2024-11-12,139.86
74,598,2024-11-30,123.12
74,597,2024-12-12,144.25
74,596,2024-12-18,174.86
74,595,2024-12-31,114.07
74,594,2025-03-05,132.61
74,593,2025-03-10,100.6
74,592,2025-03-20,166.83
74,591,2025-05-04,182.63
74,590,2025-05-17,137.75
74,589,2025-06-23,83.48
74,588,2025-08-27,153.13
74,587,2025-09-14,150.56
74,586,2025-10-22,172.84
74,585,2025-11-13,129.18
74,584,2025-12-02,140.66
74,583,2025-12-11,125.86
75,636,2024-10-02,125.1
75,635,2024-10-31,97.98
75,634,2024-11-05,105.13
75,633,2024-11-10,123.66
75,632,2024-11-20,97.25
75,631,2024-11-26,89.23
75,630,2024-12-02,84.79
75,629,2024-12-15,102.95
75,628,2024-12-23,101.89
75,627,2024-12-26,103.18
75,626,2025-01-02,134.32
75,625,2025-01-28,104.07
75,624,2025-02-07,119.36
75,623,2025-02-09,105.82
75,622,2025-02-27,103.66
75,621,2025-03-08,95.15
75,620,2025-03-25,119.82
75,619,2025-03-26,105.18
75,618,2025-04-26,100.93
75,617,2025-04-28,106.03
75,616,2025-06-01,117.68
75,615,2025-06-29,105.98
75,614,2025-07-03,100.65
75,613,2025-07-07,129.19
75,612,2025-08-03,94.67
75,611,2025-08-04,119.98
75,610,2025-08-17,95.17
75,609,2025-08-23,105.52
75,608,2025-08-26,101.08
75,607,2025-10-03,117.72
75,606,2025-10-28,108.96
75,605,2026-01-29,121.41
75,604,2026-02-05,124.88
76,644,2025-03-03,124.89
76,643,2025-04-10,116.28
76,642,2025-07-23,113.61
76,641,2025-08-09,136.66
76,640,2025-11-30,112.67
76,639,2025-12-03,155.37
76,638,2026-01-14,140.9
76,637,2026-01-24,124.72
77,661,2024-10-11,96.97
77,660,2024-10-12,85.86
77,659,2024-10-27,98.87
77,658,2025-04-07,109.36
77,657,2025-06-16,121.22
77,656,2025-06-26,145.98
77,655,2025-07-14,109.59
77,654,2025-07-25,104.01
77,653,2025-09-02,120.7
77,652,2025-09-23,102.26
77,651,2025-10-06,141.45
77,650,2025-10-20,96.44
77,649,2025-12-08,124.42
77,648,2025-12-13,98.7
77,647,2025-12-21,130.52
77,646,2026-01-08,165.42
77,645,2026-02-08,129.46
78,668,2024-05-06,94.54
78,667,2024-07-12,86.69
78,666,2024-07-20,62.56
78,665,2024-10-09,95.06
78,664,2024-12-14,75.75
78,663,2025-01-24,58.79
78,662,2025-02-18,105.04
79,670,2025-08-09,75.66
79,669,2025-11-05,98.69
80,675,2024-05-28,84.87
80,674,2024-09-04,89.14
80,673,2024-10-05,125.72
80,672,2025-02-28,94.61
80,671,2025-11-02,83.94
81,680,2024-05-31,41.42
81,679,2024-08-07,49.0
81,678,2024-12-10,32.81
81,677,2025-03-06,43.58
81,676,2025-04-04,29.88
82,684,2024-07-21,30.31
82,683,2024-08-15,26.67
82,682,2024-10-22,29.12
82,681,2025-07-29,32.58
83,688,2024-07-18,47.43
83,687,2024-08-25,44.92
83,686,2024-10-31,45.36
83,685,2025-04-30,39.32
84,698,2024-08-22,81.29
84,697,2025-05-05,85.5
84,696,2025-08-28,56.9
84,695,2025-09-13,79.2
84,694,2025-10-03,69.85
84,693,2025-10-12,79.0
84,692,2025-10-28,72.29
84,691,2025-11-21,102.19
84,690,2026-01-22,84.79
84,689,2026-01-30,96.27
85,734,2024-10-15,234.38
85,733,2024-11-01,250.65
85,732,2024-11-24,272.9
85,731,2024-11-27,208.56
85,730,2024-11-30,223.51
85,729,2024-12-17,278.23
85,728,2024-12-31,281.57
85,727,2025-01-06,224.9
85,726,2025-01-14,220.73
85,725,2025-01-31,265.38
85,724,2025-03-22,229.41
85,723,2025-04-08,244.22
85,722,2025-05-21,271.43
85,721,2025-06-13,250.09
85,720,2025-06-14,260.47
85,719,2025-07-16,254.02
85,718,2025-07-27,230.69
85,717,2025-08-08,235.22
85,716,2025-09-07,275.43
85,715,2025-09-17,216.98
85,714,2025-09-23,230.4
85,713,2025-10-25,193.42
85,712,2025-11-02,214.98
85,711,2025-11-22,265.48
85,710,2025-11-23,185.73
85,709,2026-01-01,256.17
85,708,2026-01-08,273.67
85,707,2026-01-12,222.14
85,706,2026-01-16,230.66
85,705,2026-01-21,134.07
85,704,2026-01-26,245.3
85,703,2026-02-10,222.58
85,702,2026-02-13,220.58
85,701,2026-02-27,287.25
85,700,2026-03-04,219.0
85,699,2026-03-08,269.45
86,750,2024-09-14,78.02
86,749,2024-10-28,89.32
86,748,2024-12-27,67.33
86,747,2025-03-18,63.92
86,746,2025-04-03,68.67
86,745,2025-04-17,68.33
86,744,2025-05-21,65.17
86,743,2025-07-13,48.55
86,742,2025-08-05,70.46
86,741,2025-08-09,61.68
86,740,2025-10-17,52.46
86,739,2025-11-08,60.28
86,738,2025-11-10,72.71
86,737,2026-02-17,73.62
86,736,2026-02-18,78.54
86,735,2026-02-23,86.48
87,757,2024-04-21,78.94
87,756,2024-05-15,88.69
87,755,2024-07-11,70.96
87,754,2024-10-05,75.12
87,753,2024-10-30,66.06
87,752,2025-01-16,46.8
87,751,2025-05-07,67.64
88,764,2024-09-20,38.21
88,763,2025-01-06,34.75
88,762,2025-03-16,47.88
88,761,2025-03-31,51.92
88,760,2025-04-25,43.85
88,759,2025-06-27,44.11
88,758,2025-08-06,51.81
89,779,2024-11-06,98.4
89,778,2024-11-22,78.16
89,777,2024-11-26,78.05
89,776,2024-12-04,73.41
89,775,2025-01-18,90.93
89,774,2025-01-27,86.52
89,773,2025-05-07,86.17
89,772,2025-05-25,60.16
89,771,2025-07-07,74.77
89,770,2025-07-17,75.76
89,769,2025-07-19,65.08
89,768,2025-09-11,64.72
89,767,2025-12-04,95.14
89,766,2026-02-14,61.44
89,765,2026-03-03,97.02
90,782,2024-12-13,71.78
90,781,2025-02-12,78.13
90,780,2025-04-07,76.55
91,790,2025-02-10,104.3
91,789,2025-08-28,101.29
91,788,2025-10-03,76.26
91,787,2025-10-26,69.38
91,786,2025-11-09,80.53
91,785,2026-01-05,72.34
91,784,2026-03-05,100.24
91,783,2026-03-08,92.84
92,800,2024-05-08,40.48
92,799,2024-05-31,38.28
92,798,2024-09-15,43.07
92,797,2024-11-30,36.21
92,796,2025-04-11,34.44
92,795,2025-04-16,30.92
92,794,2025-09-03,35.71
92,793,2025-09-05,38.58
92,792,2025-09-08,32.36
92,791,2025-10-21,33.52
93,805,2024-10-05,55.14
93,804,2024-12-24,76.52
93,803,2024-12-31,71.37
93,802,2025-06-25,75.71
93,801,2025-11-30,65.9
94,811,2025-01-03,58.32
94,810,2025-06-02,49.79
94,809,2025-06-21,50.65
94,808,2025-08-24,54.41
94,807,2025-12-05,62.67
94,806,2026-02-23,50.52
95,816,2024-10-07,67.0
95,815,2024-11-05,68.33
95,814,2025-06-16,71.49
95,813,2025-06-30,79.97
95,812,2025-08-28,73.01
96,821,2024-12-15,55.74
96,820,2025-03-16,56.89
96,819,2025-06-20,57.25
96,818,2025-07-01,53.01
96,817,2025-09-14,48.99
97,827,2025-02-13,46.34
97,826,2025-06-14,36.43
97,825,2025-09-11,38.11
97,824,2026-01-14,40.48
97,823,2026-01-15,48.93
97,822,2026-01-29,32.72
98,837,2024-11-10,88.59
98,836,2025-01-04,127.35
98,835,2025-01-08,73.83
98,834,2025-01-18,80.63
98,833,2025-01-20,105.61
98,832,2025-03-06,95.51
98,831,2025-03-18,84.65
98,830,2025-04-15,96.39
98,829,2025-12-27,109.98
98,828,2026-02-06,91.89
99,856,2024-10-08,56.23
99,855,2024-10-16,58.31
99,854,2024-11-09,67.89
99,853,2025-01-08,62.05
99,852,2025-01-21,77.86
99,851,2025-03-13,80.92
99,850,2025-05-24,74.0
99,849,2025-05-26,62.65
99,848,2025-07-21,61.2
99,847,2025-08-20,66.05
99,846,2025-09-02,55.99
99,845,2025-09-11,82.07
99,844,2025-09-24,52.93
99,843,2025-09-26,83.25
99,842,2025-10-01,58.28
99,841,2025-12-11,75.47
99,840,2026-01-11,62.84
99,839,2026-02-14,61.44
99,838,2026-03-13,63.19
100,858,2024-04-08,31.8
100,857,2024-05-12,22.84
101,860,2024-04-07,18.18
101,859,2024-09-18,29.79
102,864,2024-05-02,33.74
102,863,2024-05-24,24.61
102,862,2024-08-30,29.43
102,861,2024-09-29,30.5
103,881,2024-09-08,146.53
103,880,2024-11-29,114.98
103,879,2024-12-01,148.33
103,878,2024-12-12,104.82
103,877,2024-12-13,109.66
103,876,2025-01-02,139.82
103,875,2025-01-09,110.59
103,874,2025-01-10,109.07
103,873,2025-02-19,131.16
103,872,2025-02-26,142.68
103,871,2025-03-26,145.95
103,870,2025-04-11,94.8
103,869,2025-06-24,107.92
103,868,2025-06-30,124.3
103,867,2025-07-30,114.7
103,866,2025-10-08,126.23
103,865,2026-01-03,101.94
104,884,2024-04-23,42.94
104,883,2024-04-30,30.47
104,882,2024-05-10,35.48
105,895,2024-04-18,113.38
105,894,2024-04-22,70.64
105,893,2024-05-22,97.65
105,892,2024-07-27,87.5
105,891,2024-08-04,118.93
105,890,2024-09-01,93.23
105,889,2024-09-19,82.31
105,888,2024-11-22,97.25
105,887,2024-12-13,87.13
105,886,2025-03-28,102.63
105,885,2025-05-02,83.7
106,901,2024-04-24,69.8
106,900,2024-05-20,64.48
106,899,2024-06-08,72.92
106,898,2024-06-10,65.23
106,897,2024-07-22,77.37
106,896,2025-03-30,61.4
107,904,2025-03-16,27.99
107,903,2025-12-07,25.91
107,902,2026-01-16,29.12
108,913,2024-10-24,122.7
108,912,2024-11-06,150.5
108,911,2024-11-08,114.92
108,910,2024-12-17,131.14
108,909,2025-01-09,124.91
108,908,2025-01-17,132.11
108,907,2025-05-07,103.36
108,906,2025-05-10,141.85
108,905,2025-07-19,128.48
109,926,2024-08-26,73.04
109,925,2024-08-31,65.17
109,924,2024-09-01,68.9
109,923,2024-09-03,83.92
109,922,2024-09-23,54.89
109,921,2024-12-09,68.01
109,920,2025-04-25,73.01
109,919,2025-05-13,91.01
109,918,2025-05-18,84.97
109,917,2025-05-23,57.83
109,916,2025-07-29,68.24
109,915,2026-01-29,63.83
109,914,2026-02-02,54.91
110,928,2024-11-17,21.41
110,927,2025-03-06,14.43
111,930,2025-05-14,51.44
111,929,2025-07-04,37.78
112,942,2024-10-07,72.06
